tag,alias candidate,RFCs using the term,source
privacy,oblivious,6,robert-taxonomy-2026-09-01.yaml
privacy,pervasive monitoring,11,robert-taxonomy-2026-09-01.yaml
privacy,pseudonym,2,robert-taxonomy-2026-09-01.yaml
privacy,tracking,21,robert-taxonomy-2026-09-01.yaml
privacy,unlinkability,2,robert-taxonomy-2026-09-01.yaml
pseudowire,CESoPSN,2,robert-taxonomy-2026-09-01.yaml
pseudowire,PWE3,29,robert-taxonomy-2026-09-01.yaml
pseudowire,SAToP,1,robert-taxonomy-2026-09-01.yaml
pseudowire,attachment circuit,9,robert-taxonomy-2026-09-01.yaml
pseudowire,circuit emulation,10,robert-taxonomy-2026-09-01.yaml
qos,DSCP,12,robert-taxonomy-2026-09-01.yaml
qos,admission control,19,robert-taxonomy-2026-09-01.yaml
qos,per-hop behavior,8,robert-taxonomy-2026-09-01.yaml
qos,quality of service,75,robert-taxonomy-2026-09-01.yaml
qos,traffic shaping,0,robert-taxonomy-2026-09-01.yaml
rdp,connection management,2,robert-taxonomy-2026-09-01.yaml
rdp,end-to-end,129,robert-taxonomy-2026-09-01.yaml
rdp,transport architecture,0,robert-taxonomy-2026-09-01.yaml
rdp,transport layer,224,robert-taxonomy-2026-09-01.yaml
rdp,transport protocol,250,robert-taxonomy-2026-09-01.yaml
reliable-multicast,ALC,6,robert-taxonomy-2026-09-01.yaml
reliable-multicast,forward error correction,33,robert-taxonomy-2026-09-01.yaml
reliable-multicast,raptor,5,robert-taxonomy-2026-09-01.yaml
renumbering,IPv4 exhaustion,6,robert-taxonomy-2026-09-01.yaml
renumbering,address exhaustion,7,robert-taxonomy-2026-09-01.yaml
renumbering,provider independent,0,robert-taxonomy-2026-09-01.yaml
renumbering,routing scalability,2,robert-taxonomy-2026-09-01.yaml
renumbering,routing table growth,1,robert-taxonomy-2026-09-01.yaml
rip,IGP,90,robert-taxonomy-2026-09-01.yaml
rip,distance vector,10,robert-taxonomy-2026-09-01.yaml
rip,interior gateway protocol,28,robert-taxonomy-2026-09-01.yaml
rip,link-state routing,18,robert-taxonomy-2026-09-01.yaml
rpki,ROA,8,robert-taxonomy-2026-09-01.yaml
rpki,ROV,2,robert-taxonomy-2026-09-01.yaml
rpki,Resource Public Key Infrastructure,55,robert-taxonomy-2026-09-01.yaml
rpki,SIDR,7,robert-taxonomy-2026-09-01.yaml
rpki,prefix hijack,0,robert-taxonomy-2026-09-01.yaml
rpki,route leak,2,robert-taxonomy-2026-09-01.yaml
rpki,route origin validation,2,robert-taxonomy-2026-09-01.yaml
rpsl,IRR,4,robert-taxonomy-2026-09-01.yaml
rpsl,global routing,4,robert-taxonomy-2026-09-01.yaml
rpsl,peering policy,0,robert-taxonomy-2026-09-01.yaml
rpsl,routing policy,20,robert-taxonomy-2026-09-01.yaml
rpsl,routing registry,3,robert-taxonomy-2026-09-01.yaml
rtp,media transport,7,robert-taxonomy-2026-09-01.yaml
rtp,payload format,101,robert-taxonomy-2026-09-01.yaml
rtp,real-time transport protocol,139,robert-taxonomy-2026-09-01.yaml
s-mime,PKCS#7,0,robert-taxonomy-2026-09-01.yaml
s-mime,cryptographic message syntax,96,robert-taxonomy-2026-09-01.yaml
s-mime,enveloped data,1,robert-taxonomy-2026-09-01.yaml
s-mime,signed data,4,robert-taxonomy-2026-09-01.yaml
sctp,Stream Control Transmission Protocol,58,robert-taxonomy-2026-09-01.yaml
sdn,BPF,1,robert-taxonomy-2026-09-01.yaml
sdn,Open vSwitch,1,robert-taxonomy-2026-09-01.yaml
sdn,control plane separation,0,robert-taxonomy-2026-09-01.yaml
sdn,programmable forwarding,0,robert-taxonomy-2026-09-01.yaml
sdn,software-defined networking,11,robert-taxonomy-2026-09-01.yaml
security,attack,72,robert-taxonomy-2026-09-01.yaml
security,attack surface,2,robert-taxonomy-2026-09-01.yaml
security,security architecture,9,robert-taxonomy-2026-09-01.yaml
security,security considerations,42,robert-taxonomy-2026-09-01.yaml
security,security glossary,3,robert-taxonomy-2026-09-01.yaml
security,security requirements,17,robert-taxonomy-2026-09-01.yaml
security,security review,0,robert-taxonomy-2026-09-01.yaml
security,threat analysis,13,robert-taxonomy-2026-09-01.yaml
security,threat model,9,robert-taxonomy-2026-09-01.yaml
security,vulnerability,20,robert-taxonomy-2026-09-01.yaml
segment-routing,SID,17,robert-taxonomy-2026-09-01.yaml
segment-routing,SPRING,9,robert-taxonomy-2026-09-01.yaml
segment-routing,SR,61,robert-taxonomy-2026-09-01.yaml
segment-routing,SRH,5,robert-taxonomy-2026-09-01.yaml
segment-routing,segment identifier,13,robert-taxonomy-2026-09-01.yaml
senml,benchmark,6,robert-taxonomy-2026-09-01.yaml
senml,delay,150,robert-taxonomy-2026-09-01.yaml
senml,flow analysis,0,robert-taxonomy-2026-09-01.yaml
senml,jitter,25,robert-taxonomy-2026-09-01.yaml
senml,latency,80,robert-taxonomy-2026-09-01.yaml
senml,measurement,123,robert-taxonomy-2026-09-01.yaml
senml,packet loss,63,robert-taxonomy-2026-09-01.yaml
senml,performance,277,robert-taxonomy-2026-09-01.yaml
senml,throughput,39,robert-taxonomy-2026-09-01.yaml
senml,traffic analysis,1,robert-taxonomy-2026-09-01.yaml
senml,traffic measurement,2,robert-taxonomy-2026-09-01.yaml
service-discovery,Bonjour,2,robert-taxonomy-2026-09-01.yaml
service-discovery,HTTPS RR,1,robert-taxonomy-2026-09-01.yaml
service-discovery,NAPTR,17,robert-taxonomy-2026-09-01.yaml
service-discovery,SRV record,1,robert-taxonomy-2026-09-01.yaml
service-discovery,SVCB,5,robert-taxonomy-2026-09-01.yaml
service-discovery,Zeroconf,2,robert-taxonomy-2026-09-01.yaml
sieve,ManageSieve,2,robert-taxonomy-2026-09-01.yaml
sieve,mail filtering,14,robert-taxonomy-2026-09-01.yaml
sieve,vacation,4,robert-taxonomy-2026-09-01.yaml
sip,B2BUA,5,robert-taxonomy-2026-09-01.yaml
sip,Session Initiation Protocol,293,robert-taxonomy-2026-09-01.yaml
sip,call control,20,robert-taxonomy-2026-09-01.yaml
sip,offer/answer,28,robert-taxonomy-2026-09-01.yaml
sip,session description protocol,119,robert-taxonomy-2026-09-01.yaml
smtp,DSN,11,robert-taxonomy-2026-09-01.yaml
smtp,ESMTP,15,robert-taxonomy-2026-09-01.yaml
smtp,MTA,11,robert-taxonomy-2026-09-01.yaml
smtp,bounce,1,robert-taxonomy-2026-09-01.yaml
smtp,delivery status notification,4,robert-taxonomy-2026-09-01.yaml
smtp,electronic mail,64,robert-taxonomy-2026-09-01.yaml
smtp,mail transfer,50,robert-taxonomy-2026-09-01.yaml
smtp,mailbox,51,robert-taxonomy-2026-09-01.yaml
smtp,message,835,robert-taxonomy-2026-09-01.yaml
smtp,message submission,5,robert-taxonomy-2026-09-01.yaml
snmp,SMIv2,71,robert-taxonomy-2026-09-01.yaml
snmp,managed objects,247,robert-taxonomy-2026-09-01.yaml
snmp,management information base,389,robert-taxonomy-2026-09-01.yaml
snmp,textual convention,4,robert-taxonomy-2026-09-01.yaml
sonet,DWDM,9,robert-taxonomy-2026-09-01.yaml
sonet,OTN,11,robert-taxonomy-2026-09-01.yaml
sonet,SDH,45,robert-taxonomy-2026-09-01.yaml
sonet,WSON,9,robert-taxonomy-2026-09-01.yaml
sonet,lambda,6,robert-taxonomy-2026-09-01.yaml
sonet,optical,87,robert-taxonomy-2026-09-01.yaml
sonet,wavelength,23,robert-taxonomy-2026-09-01.yaml
spf,ARF,8,robert-taxonomy-2026-09-01.yaml
spf,DomainKeys,18,robert-taxonomy-2026-09-01.yaml
spf,abuse report,0,robert-taxonomy-2026-09-01.yaml
spf,mail authentication,1,robert-taxonomy-2026-09-01.yaml
spf,sender policy framework,6,robert-taxonomy-2026-09-01.yaml
ssh,SFTP,2,robert-taxonomy-2026-09-01.yaml
ssh,SSH keys,0,robert-taxonomy-2026-09-01.yaml
ssh,Secure Shell,45,robert-taxonomy-2026-09-01.yaml
ssh,host key,0,robert-taxonomy-2026-09-01.yaml
stir,PASSporT,11,robert-taxonomy-2026-09-01.yaml
stir,SHAKEN,1,robert-taxonomy-2026-09-01.yaml
stir,caller ID,2,robert-taxonomy-2026-09-01.yaml
stir,calling party,5,robert-taxonomy-2026-09-01.yaml
stir,robocall,1,robert-taxonomy-2026-09-01.yaml
stir,spoofed call,0,robert-taxonomy-2026-09-01.yaml
stun,TRAM,0,robert-taxonomy-2026-09-01.yaml
stun,hole punching,0,robert-taxonomy-2026-09-01.yaml
stun,interactive connectivity establishment,19,robert-taxonomy-2026-09-01.yaml
tcp,SACK,10,robert-taxonomy-2026-09-01.yaml
tcp,TCP options,12,robert-taxonomy-2026-09-01.yaml
tcp,Transmission Control Protocol,73,robert-taxonomy-2026-09-01.yaml
tcp,three-way handshake,3,robert-taxonomy-2026-09-01.yaml
telnet,MULTICS,4,robert-taxonomy-2026-09-01.yaml
telnet,NVT,1,robert-taxonomy-2026-09-01.yaml
telnet,TENEX,12,robert-taxonomy-2026-09-01.yaml
telnet,character generator,2,robert-taxonomy-2026-09-01.yaml
telnet,daytime,1,robert-taxonomy-2026-09-01.yaml
telnet,discard protocol,1,robert-taxonomy-2026-09-01.yaml
telnet,echo protocol,1,robert-taxonomy-2026-09-01.yaml
telnet,network virtual terminal,1,robert-taxonomy-2026-09-01.yaml
telnet,quote of the day,1,robert-taxonomy-2026-09-01.yaml
telnet,remote job entry,7,robert-taxonomy-2026-09-01.yaml
telnet,socket,27,robert-taxonomy-2026-09-01.yaml
terminology,applicability statement,40,robert-taxonomy-2026-09-01.yaml
terminology,architecture,551,robert-taxonomy-2026-09-01.yaml
terminology,design principles,8,robert-taxonomy-2026-09-01.yaml
terminology,end-to-end argument,0,robert-taxonomy-2026-09-01.yaml
terminology,framework,527,robert-taxonomy-2026-09-01.yaml
terminology,gap analysis,7,robert-taxonomy-2026-09-01.yaml
terminology,layering,11,robert-taxonomy-2026-09-01.yaml
terminology,problem statement,79,robert-taxonomy-2026-09-01.yaml
terminology,reference model,13,robert-taxonomy-2026-09-01.yaml
terminology,requirements,726,robert-taxonomy-2026-09-01.yaml
terminology,use cases,131,robert-taxonomy-2026-09-01.yaml
tls,ECH,3,robert-taxonomy-2026-09-01.yaml
tls,ESNI,1,robert-taxonomy-2026-09-01.yaml
tls,SSL,11,robert-taxonomy-2026-09-01.yaml
tls,TLS 1.3,31,robert-taxonomy-2026-09-01.yaml
tls,Transport Layer Security,192,robert-taxonomy-2026-09-01.yaml
tls,cipher suite negotiation,0,robert-taxonomy-2026-09-01.yaml
traceroute,bidirectional forwarding detection,45,robert-taxonomy-2026-09-01.yaml
traceroute,connectivity verification,10,robert-taxonomy-2026-09-01.yaml
traceroute,diagnostics,8,robert-taxonomy-2026-09-01.yaml
traceroute,fault isolation,4,robert-taxonomy-2026-09-01.yaml
traceroute,path MTU,14,robert-taxonomy-2026-09-01.yaml
traceroute,ping,18,robert-taxonomy-2026-09-01.yaml
traceroute,troubleshooting,16,robert-taxonomy-2026-09-01.yaml
traffic-engineering,CSPF,1,robert-taxonomy-2026-09-01.yaml
traffic-engineering,PCEP,65,robert-taxonomy-2026-09-01.yaml
traffic-engineering,TE,196,robert-taxonomy-2026-09-01.yaml
traffic-engineering,constraint-based routing,2,robert-taxonomy-2026-09-01.yaml
traffic-engineering,path computation,111,robert-taxonomy-2026-09-01.yaml
tunneling,encapsulation,191,robert-taxonomy-2026-09-01.yaml
tunneling,tunnel endpoint,0,robert-taxonomy-2026-09-01.yaml
udp,User Datagram Protocol,30,robert-taxonomy-2026-09-01.yaml
udp,datagram,148,robert-taxonomy-2026-09-01.yaml
uri,DID,0,robert-taxonomy-2026-09-01.yaml
uri,URI scheme,34,robert-taxonomy-2026-09-01.yaml
uri,URL,49,robert-taxonomy-2026-09-01.yaml
uri,uniform resource identifier,70,robert-taxonomy-2026-09-01.yaml
uri,uniform resource locator,17,robert-taxonomy-2026-09-01.yaml
uri,well-known URI,4,robert-taxonomy-2026-09-01.yaml
urn,OID,6,robert-taxonomy-2026-09-01.yaml
urn,directory,191,robert-taxonomy-2026-09-01.yaml
urn,handle,73,robert-taxonomy-2026-09-01.yaml
urn,identifier,322,robert-taxonomy-2026-09-01.yaml
urn,name resolution,15,robert-taxonomy-2026-09-01.yaml
urn,object identifier,9,robert-taxonomy-2026-09-01.yaml
user-guides,FAQ,4,robert-taxonomy-2026-09-01.yaml
user-guides,FYI,26,robert-taxonomy-2026-09-01.yaml
user-guides,acceptable use,1,robert-taxonomy-2026-09-01.yaml
user-guides,code of conduct,1,robert-taxonomy-2026-09-01.yaml
user-guides,community,2601,robert-taxonomy-2026-09-01.yaml
user-guides,education,7,robert-taxonomy-2026-09-01.yaml
user-guides,glossary,10,robert-taxonomy-2026-09-01.yaml
user-guides,netiquette,1,robert-taxonomy-2026-09-01.yaml
user-guides,outreach,0,robert-taxonomy-2026-09-01.yaml
user-guides,primer,3,robert-taxonomy-2026-09-01.yaml
user-guides,tutorial,9,robert-taxonomy-2026-09-01.yaml
user-guides,user guide,0,robert-taxonomy-2026-09-01.yaml
vpn,PPVPN,4,robert-taxonomy-2026-09-01.yaml
vpn,network virtualization,21,robert-taxonomy-2026-09-01.yaml
vpn,overlay network,10,robert-taxonomy-2026-09-01.yaml
vpn,provider-provisioned,9,robert-taxonomy-2026-09-01.yaml
vpn,virtual private network,55,robert-taxonomy-2026-09-01.yaml
vxlan,NVO3,8,robert-taxonomy-2026-09-01.yaml
vxlan,cloud networking,0,robert-taxonomy-2026-09-01.yaml
vxlan,data center,27,robert-taxonomy-2026-09-01.yaml
vxlan,network slicing,11,robert-taxonomy-2026-09-01.yaml
vxlan,service function chaining,18,robert-taxonomy-2026-09-01.yaml
vxlan,tenant network,0,robert-taxonomy-2026-09-01.yaml
webrtc,JSEP,3,robert-taxonomy-2026-09-01.yaml
webrtc,RTCWEB,9,robert-taxonomy-2026-09-01.yaml
webrtc,browser-based real-time,0,robert-taxonomy-2026-09-01.yaml
webrtc,data channel,16,robert-taxonomy-2026-09-01.yaml
webrtc,getUserMedia,0,robert-taxonomy-2026-09-01.yaml
webrtc,peer connection,2,robert-taxonomy-2026-09-01.yaml
websocket,CORS,0,robert-taxonomy-2026-09-01.yaml
websocket,WebTransport,0,robert-taxonomy-2026-09-01.yaml
websocket,World Wide Web,19,robert-taxonomy-2026-09-01.yaml
websocket,browser,19,robert-taxonomy-2026-09-01.yaml
websocket,cross-origin,1,robert-taxonomy-2026-09-01.yaml
websocket,hypertext,85,robert-taxonomy-2026-09-01.yaml
websocket,same-origin policy,1,robert-taxonomy-2026-09-01.yaml
websocket,server-sent events,2,robert-taxonomy-2026-09-01.yaml
websocket,user agent,81,robert-taxonomy-2026-09-01.yaml
whois,domain registry,3,robert-taxonomy-2026-09-01.yaml
whois,provisioning protocol,40,robert-taxonomy-2026-09-01.yaml
whois,registrar,21,robert-taxonomy-2026-09-01.yaml
whois,registration data,23,robert-taxonomy-2026-09-01.yaml
wifi,802.11,23,robert-taxonomy-2026-09-01.yaml
wifi,WLAN,11,robert-taxonomy-2026-09-01.yaml
wifi,access point,11,robert-taxonomy-2026-09-01.yaml
wifi,wireless LAN,12,robert-taxonomy-2026-09-01.yaml
xml,XML Schema,17,robert-taxonomy-2026-09-01.yaml
xml,XPath,2,robert-taxonomy-2026-09-01.yaml
xml,XSLT,0,robert-taxonomy-2026-09-01.yaml
xml,namespace,124,robert-taxonomy-2026-09-01.yaml
yang,YANG data model,90,robert-taxonomy-2026-09-01.yaml
yang,YANG grouping,1,robert-taxonomy-2026-09-01.yaml
yang,YANG module,38,robert-taxonomy-2026-09-01.yaml
